"","Home.Type","Year","Living.Area","Area.Units","Bathrooms","Bedrooms","Garage","Levels","Pool","Spa","Price"
"383","Single Family",2002,4259,"Acres",5,4,"1",2,"0","0",849900
"384","Single Family",1960,1754,"Acres",2,3,"0",0,"0","0",125000
"385","Single Family",1950,1770,"Acres",2,3,"0",0,"0","0",114900
"386","Single Family",1950,1770,"Acres",2,3,"0",0,"0","0",114900
"387","Single Family",1950,1770,"Acres",2,3,"0",0,"0","0",114900
"388","Single Family",1950,1770,"Acres",2,3,"0",0,"0","0",114900
"389","Single Family",1957,1400,"Acres",1,3,"0",0,"0","0",120000
"390","Single Family",2007,11828,"Acres",0,4,"1",2,"1","0",6000000
"391","Single Family",2007,11828,"Acres",0,4,"1",2,"1","0",12750000
"392","Single Family",1940,2856,"Acres",3,5,"0",0,"0","0",59900
"393","Single Family",1996,2982,"Acres",3,4,"1",2,"0","0",360000
"394","Single Family",1996,2582,"Acres",3,4,"1",2,"0","1",360000
"395","Single Family",1964,1221,"Acres",2,3,"0",0,"0","0",79900
"396","Single Family",1990,3295,"Acres",4,3,"0",0,"1","0",335900
"397","Single Family",2001,2571,"Acres",4,4,"1",2,"0","0",385000
"398","Single Family",1935,1685,"Acres",2,3,"0",1,"0","0",119900
"399","Single Family",1935,1685,"Acres",2,3,"0",1,"0","0",119900
"400","Single Family",1935,1685,"Acres",2,3,"0",1,"0","0",119900
"401","Single Family",1935,1685,"Acres",2,3,"0",1,"0","0",119900
"402","Single Family",1984,1170,"Acres",2,3,"0",0,"0","0",129900
"403","Single Family",1958,2708,"Acres",3,4,"1",1,"0","0",269900
"404","Single Family",1958,2708,"Acres",3,4,"1",1,"0","0",269900
"405","Single Family",1958,2708,"Acres",3,4,"1",1,"0","0",269900
"406","Single Family",1958,2708,"Acres",3,4,"1",1,"0","0",269900
"407","Single Family",1950,1148,"Acres",1,2,"0",0,"0","0",134900
"408","Single Family",1910,3827,"Acres",6,6,"0",0,"0","0",359000
"409","Single Family",1967,2276,"Acres",2,4,"0",0,"1","0",279900
"410","Single Family",1989,1559,"Acres",2,3,"1",1,"0","0",250000
"411","Single Family",2016,3484,"Acres",3,5,"1",0,"0","0",459900
"412","Multi Family",1960,1336,"Acres",1,3,"0",1,"0","0",97500
"413","Single Family",1968,2294,"Acres",2,4,"0",1,"0","0",219000
"414","Single Family",2003,7610,"Acres",4,4,"1",2,"1","1",1600000
"415","Single Family",2006,2940,"Acres",4,4,"1",4,"0","0",349900
"416","Single Family",2006,2940,"Acres",4,4,"1",4,"0","0",349900
"417","Single Family",2006,2940,"Acres",4,4,"1",4,"0","0",349900
"418","Single Family",2006,2940,"Acres",4,4,"1",4,"0","0",349900
"419","Single Family",1996,1252,"Acres",2,3,"0",1,"0","0",169900
"420","Single Family",1990,3018,"Acres",3,5,"1",3,"1","0",324900
"421","Single Family",1954,2249,"Acres",2,3,"0",0,"0","0",189900
"422","Single Family",1952,1144,"Acres",2,3,"0",1,"0","0",179900
"423","Single Family",1952,1036,"Acres",1,3,"0",0,"0","0",105000
"424","Single Family",1952,1036,"Acres",1,3,"0",0,"0","0",105000
"425","Single Family",1952,1036,"Acres",1,3,"0",0,"0","0",105000
"426","Single Family",1952,1036,"Acres",1,3,"0",0,"0","0",105000
"427","Single Family",1980,1664,"Acres",2,2,"0",0,"0","0",150000
"428","Single Family",2006,2102,"Acres",3,2,"0",1.5,"0","0",495000
"429","Single Family",1991,3729,"Acres",3,5,"1",1,"0","0",335000
"430","Single Family",1966,1500,"Acres",2,3,"0",0,"0","0",165000
"431","Single Family",1965,1804,"Acres",2,3,"0",1,"0","0",74999
"432","Single Family",1994,3429,"Acres",4,3,"0",0,"0","0",310000
"433","Single Family",2021,1533,"Acres",3,4,"1",2,"0","0",225990
"434","Single Family",2016,3148,"Acres",3,3,"0",0,"0","0",439900
"435","Single Family",1960,704,"Acres",1,2,"0",1,"0","0",112000
"436","Single Family",2002,2893,"Acres",3,3,"1",2,"0","1",575000
"437","Single Family",2002,2893,"Acres",3,3,"1",2,"0","1",575000
"438","Single Family",2002,2893,"Acres",3,3,"1",2,"0","1",575000
"439","Single Family",2002,2893,"Acres",3,3,"1",2,"0","1",575000
"440","Single Family",1956,1858,"Acres",3,4,"1",2,"0","0",649000
"441","Single Family",1956,1858,"Acres",3,4,"1",2,"0","0",649000
"442","Single Family",1956,1802,"Acres",2,3,"0",1,"0","0",395000
"443","Single Family",1941,1006,"Acres",1,3,"0",0,"0","0",69900
"444","Single Family",1993,1320,"Acres",2,3,"0",2,"0","0",499900
"445","Single Family",1998,2602,"Acres",3,4,"1",2,"0","0",339900
"446","Single Family",1936,3038,"Acres",3,4,"0",2,"0","0",330000
"447","Single Family",1998,4259,"Acres",4,4,"1",2,"0","1",699000
"448","Single Family",2021,2533,"Acres",4,4,"1",2,"0","0",347400
"449","Single Family",1986,2884,"Acres",4,5,"1",2,"0","0",540000
"450","Single Family",1999,1394,"Acres",2,3,"1",1,"0","0",270000
"451","Single Family",2002,2120,"Acres",3,3,"0",1.5,"0","0",490000
"452","Single Family",2010,4070,"Acres",4,5,"1",2,"0","1",688900
"453","Single Family",1970,1579,"Acres",2,3,"0",1,"0","0",154000
"454","Single Family",1940,1900,"Acres",2,4,"1",2,"0","0",224900
"455","Single Family",1970,888,"Acres",1,2,"0",0,"0","0",135000
"456","Single Family",1970,888,"Acres",1,2,"0",0,"0","0",135000
"457","Single Family",1970,888,"Acres",1,2,"0",0,"0","0",135000
"458","Single Family",1970,888,"Acres",1,2,"0",0,"0","0",135000
"459","Single Family",1986,1600,"Acres",2,3,"1",1,"0","0",350000
"460","Single Family",2006,1364,"Acres",2,3,"0",1,"0","0",224000
"461","Single Family",1967,1053,"Acres",1,3,"0",1,"0","0",80000
"462","Single Family",1985,3336,"Acres",3,4,"1",2,"0","0",450000
"463","Single Family",1951,3521,"Acres",4,5,"1",2,"0","0",935000
"464","Single Family",2012,1352,"Acres",2,3,"0",0,"0","0",99900
"465","Single Family",1963,1008,"Acres",2,3,"0",1,"0","0",244000
"466","Single Family",2001,4068,"Acres",4,4,"1",2,"0","1",500000
"467","Single Family",2006,5208,"Acres",4,3,"0",3,"0","0",649900
"468","Single Family",2021,1488,"Acres",2,3,"0",0,"0","0",214900
"469","Single Family",1978,1776,"Acres",2,3,"0",0,"0","0",298900
"470","Single Family",2006,2450,"Acres",3,4,"0",0,"0","0",299900
"471","Single Family",2006,2450,"Acres",3,4,"0",0,"0","0",299900
"472","Single Family",2006,2450,"Acres",3,4,"0",0,"0","0",299900
"473","Single Family",2006,2450,"Acres",3,4,"0",0,"0","0",299900
"474","Single Family",1992,3076,"Acres",5,4,"0",0,"1","0",450000
"475","Condo",2021,804,"Acres",1,1,"1",1,"0","0",310900
"476","Condo",2021,804,"Acres",1,1,"1",1,"0","0",310900
"477","Condo",2021,804,"Acres",1,1,"1",1,"0","0",310900
"478","Condo",2021,804,"Acres",1,1,"1",1,"0","0",310900
"479","Single Family",2008,8887,"Acres",10,6,"1",4,"0","1",1390000
"480","Single Family",2004,1960,"Acres",2,3,"1",1,"0","0",310000
"481","Single Family",2008,1702,"Acres",2,4,"1",1,"0","0",269000
"482","Single Family",2006,2986,"Acres",3,4,"1",2,"0","0",315000
"483","Single Family",1983,1760,"Acres",3,3,"0",1,"0","0",299000
"484","Single Family",1993,3533,"Acres",4,4,"1",2,"0","0",580000
"485","Single Family",1993,3533,"Acres",4,4,"1",2,"0","0",580000
"486","Single Family",1993,3533,"Acres",4,4,"1",2,"0","0",580000
"487","Single Family",1993,3533,"Acres",4,4,"1",2,"0","0",580000
"488","Single Family",1987,1516,"Acres",2,3,"1",1,"0","0",265000
"489","Single Family",1954,672,"Acres",1,2,"0",1,"0","0",49999
"490","Single Family",1954,672,"Acres",1,2,"0",1,"0","0",49999
"491","Single Family",1954,672,"Acres",1,2,"0",1,"0","0",49999
"492","Single Family",1954,672,"Acres",1,2,"0",1,"0","0",49999
"493","Single Family",1972,1642,"Acres",2,3,"0",0,"0","0",115000
"494","Single Family",2000,3617,"Acres",4,4,"1",1,"0","1",389900
"495","Single Family",1986,2034,"Acres",2,3,"1",1,"0","0",325000
"496","Single Family",1991,3171,"Acres",4,4,"1",2,"0","1",389900
"497","Single Family",2013,3375,"Acres",4,4,"1",1.5,"0","0",499900
"498","Single Family",2019,4650,"Acres",5,5,"1",0,"0","0",929000
"499","Single Family",2001,6589,"Acres",7,6,"1",1,"0","1",1149000
"500","Single Family",1995,5662,"Acres",7,5,"1",2,"1","1",749900
"501","Single Family",1995,6048,"Acres",6,5,"1",2,"1","1",749900
"502","Single Family",1957,1734,"Acres",2,3,"1",2,"0","0",249900
"503","Single Family",2021,2633,"Acres",3,4,"1",2,"0","0",357400
"504","Multi Family",1981,3064,"Acres",5,5,"0",0,"0","0",355900
"505","Single Family",2003,3388,"Acres",4,3,"1",2,"0","1",525000
"506","Single Family",1950,3992,"Acres",2,4,"0",1,"0","0",195000
"507","Single Family",1950,3992,"Acres",2,4,"0",1,"0","0",195000
"508","Single Family",1950,3992,"Acres",2,4,"0",1,"0","0",195000
"509","Single Family",1950,3992,"Acres",2,4,"0",1,"0","0",195000
"510","Single Family",1960,1612,"Acres",2,3,"0",1,"0","0",225000
"511","Single Family",2001,2432,"Acres",3,6,"0",1,"0","0",210000
"512","Single Family",1982,960,"Acres",1,2,"0",0,"0","0",335000
"513","Single Family",1920,1900,"Acres",2,3,"1",1,"0","0",112000
"514","Single Family",1968,2191,"Acres",2,3,"0",0,"0","0",169500
"515","Single Family",1959,2054,"Acres",2,3,"0",1,"0","0",259900
"516","Single Family",2002,1776,"Acres",2,4,"0",1,"0","0",262500
"517","Single Family",1973,2030,"Acres",2,3,"0",1,"0","0",199900
"518","Single Family",1996,4424,"Acres",6,4,"1",4,"1","0",1995000
"519","Single Family",2020,2713,"Acres",3,4,"1",2,"0","0",364900
"520","Single Family",1995,4898,"Acres",5,5,"0",0,"0","0",489000
"521","Town House",1930,1906,"Acres",3,6,"0",2,"0","0",42000
"522","Town House",1930,1906,"Acres",3,6,"0",2,"0","0",42000
"523","Town House",1930,1906,"Acres",3,6,"0",2,"0","0",42000
"524","Town House",1930,1906,"Acres",3,6,"0",2,"0","0",42000
"525","Single Family",1967,4150,"Acres",3,5,"0",0,"0","0",425000
"526","Single Family",2019,2125,"Acres",3,4,"1",1.5,"0","0",330000
"527","Single Family",2018,4904,"Acres",5,5,"1",1.5,"0","0",699000
"528","Single Family",2021,1415,"Acres",2,3,"1",1,"0","0",209900
"529","Single Family",1928,3777,"Acres",4,6,"0",4,"0","0",1195000
"530","Single Family",1973,4500,"Acres",4,5,"0",0,"1","0",825000
"531","Single Family",1973,4500,"Acres",4,5,"0",0,"1","0",825000
"532","Single Family",1973,4500,"Acres",4,5,"0",0,"1","0",825000
"533","Single Family",1973,4500,"Acres",4,5,"0",0,"1","0",825000
"534","Single Family",2001,1204,"Acres",2,3,"0",1,"0","0",180000
"535","Single Family",2019,1430,"Acres",2,3,"1",0,"0","0",159900
"536","Single Family",1955,1118,"Acres",1,3,"1",1,"0","0",69000
"537","Single Family",1955,1118,"Acres",1,3,"1",1,"0","0",69000
"538","Single Family",1955,1118,"Acres",1,3,"1",1,"0","0",69000
"539","Single Family",1955,1118,"Acres",1,3,"1",1,"0","0",69000
"540","Single Family",2005,1728,"Acres",2,2,"0",0,"0","0",274000
"541","Single Family",1900,2089,"Acres",3,4,"0",1,"0","0",269900
"542","Single Family",1997,6774,"Acres",9,6,"1",1,"0","1",749900
"543","Single Family",2014,4194,"Acres",5,5,"1",2,"0","0",629000
"544","Single Family",2006,2415,"Acres",3,4,"1",2,"0","0",249990
"545","Single Family",1975,1320,"Acres",2,3,"0",1,"0","0",139900
"546","Single Family",1975,1320,"Acres",2,3,"0",1,"0","0",139900
"547","Single Family",1975,1320,"Acres",2,3,"0",1,"0","0",139900
"548","Single Family",1975,1320,"Acres",2,3,"0",1,"0","0",139900
"549","Single Family",1986,1081,"Acres",2,3,"0",1,"0","0",100000
"550","Single Family",2005,2396,"Acres",3,3,"1",1,"0","0",499000
"551","Single Family",2021,3200,"Acres",4,5,"1",0,"0","0",592000
"552","Single Family",2002,2485,"Acres",3,4,"1",2,"0","0",529900
"553","Single Family",1995,5133,"Acres",5,4,"1",2,"0","0",1899000
"554","Single Family",2015,15500,"Acres",13,6,"1",4,"1","1",10000000
"555","Single Family",2007,7000,"Acres",6,5,"1",2,"0","1",845000
"556","Single Family",2021,2420,"Acres",3,3,"1",1.5,"0","0",495700
"557","Single Family",1998,4072,"Acres",5,4,"1",2,"0","0",875000
"558","Single Family",1962,1730,"Acres",2,3,"0",0,"0","0",184900
"559","Single Family",2015,1321,"Acres",2,3,"1",1,"0","0",275000
"560","Single Family",1989,3573,"Acres",4,3,"0",0,"0","0",520000
"561","Single Family",1998,2068,"Acres",2,3,"0",0,"0","0",240000
"562","Single Family",1940,2450,"Acres",3,4,"1",1.5,"0","0",269000
"563","Single Family",1940,2450,"Acres",3,4,"1",1.5,"0","0",269000
"564","Single Family",1940,2450,"Acres",3,4,"1",1.5,"0","0",269000
"565","Single Family",1940,2450,"Acres",3,4,"1",1.5,"0","0",269000
"566","Single Family",1996,3791,"Acres",4,5,"1",4,"0","1",322000
"567","Single Family",2003,4051,"Acres",4,4,"1",1.5,"0","0",1400000
"568","Single Family",2003,4051,"Acres",4,4,"1",1.5,"0","0",1400000
"569","Single Family",1976,2193,"Acres",4,4,"1",2,"1","0",310000
"570","Single Family",1978,2690,"Acres",2,4,"0",1,"0","0",269000
"571","Single Family",1954,920,"Acres",1,2,"0",1,"0","0",37000
"572","Single Family",1971,1986,"Acres",2,4,"0",0,"0","0",187000
"573","Single Family",1958,1268,"Acres",2,3,"0",1,"0","0",52000
"574","Single Family",1894,2869,"Acres",2,7,"0",0,"0","0",319900
"575","Single Family",2005,2113,"Acres",2,3,"1",1,"1","0",253000
"576","Single Family",1975,3711,"Acres",3,5,"1",1,"0","0",375000
"577","Single Family",1970,1300,"Acres",1,3,"0",1,"0","0",130000
"578","Single Family",2009,1310,"Acres",2,3,"0",1,"0","0",47500
"579","Single Family",1999,2574,"Acres",3,4,"1",1.5,"0","0",420000
"580","Single Family",1900,1312,"Acres",1,2,"0",0,"0","0",149900
"581","Single Family",1969,1602,"Acres",2,3,"0",1,"0","0",156000
"582","Single Family",1965,3304,"Acres",4,4,"1",4,"0","0",699000
"583","Single Family",1994,2926,"Acres",3,4,"1",2,"0","0",349900
"584","Single Family",1985,2314,"Acres",3,5,"1",2,"0","0",349000
"585","Single Family",1994,1736,"Acres",2,3,"0",1,"0","0",185500
"586","Single Family",2001,3146,"Acres",3,5,"0",0,"0","0",699000
"587","Single Family",2003,1118,"Acres",2,3,"0",1,"0","0",174900
"588","Single Family",1984,1725,"Acres",3,4,"0",1,"0","0",279000
"589","Single Family",1984,1725,"Acres",3,4,"0",1,"0","0",279000
"590","Single Family",1984,1725,"Acres",3,4,"0",1,"0","0",279000
"591","Single Family",1984,1725,"Acres",3,4,"0",1,"0","0",279000
"592","Single Family",1992,1092,"Acres",2,3,"1",1,"0","0",243000
"593","Single Family",1930,1635,"Acres",2,3,"0",0,"0","0",124900
"594","Single Family",2001,5054,"Acres",4,4,"1",2,"0","1",1295000
"595","Single Family",2018,1801,"Acres",3,4,"0",0,"0","0",324900
"596","Single Family",1871,3308,"Acres",3,4,"0",2,"0","1",575000
"597","Single Family",2000,1189,"Acres",2,3,"1",1,"0","0",140000
"598","Single Family",1976,1494,"Acres",2,3,"0",1,"0","0",214900
"599","Single Family",1995,2876,"Acres",3,4,"0",0,"0","0",265000
"600","Single Family",1925,3986,"Acres",4,5,"1",1.5,"1","0",599900
"601","Single Family",2003,1972,"Acres",3,4,"1",2,"0","0",309000
"602","Single Family",2003,1972,"Acres",3,4,"1",2,"0","0",309000
"603","Single Family",2003,1972,"Acres",3,4,"1",2,"0","0",309000
"604","Single Family",2003,1972,"Acres",3,4,"1",2,"0","0",309000
"605","Single Family",1960,1248,"Acres",1,3,"0",1,"0","0",45000
"606","Single Family",1993,2867,"Acres",3,4,"1",1.5,"0","0",400000
"607","Single Family",1997,3460,"Acres",3,6,"1",2,"0","0",370000
"608","Single Family",2003,1008,"Acres",2,2,"0",1,"0","0",148500
"609","Single Family",2006,3507,"Acres",3,4,"0",0,"0","0",302904
"610","Single Family",2007,3856,"Acres",2,3,"1",0,"0","1",499900
"611","Single Family",2021,2685,"Acres",3,4,"1",0,"0","0",395900
"612","Single Family",1966,1608,"Acres",2,3,"0",1,"0","0",170000
"613","Single Family",2019,3795,"Acres",5,4,"1",2,"0","0",795000
"614","Single Family",1906,5500,"Acres",3,4,"1",2,"0","0",599900
"615","Single Family",1989,3005,"Acres",3,4,"0",0,"0","0",659000
"616","Single Family",1862,1876,"Acres",2,3,"1",1,"0","0",299000
"617","Single Family",1996,2490,"Acres",3,3,"1",2,"0","0",419900
"618","Single Family",1997,1638,"Acres",2,3,"1",1,"0","1",199999
"619","Single Family",1985,2853,"Acres",3,5,"1",2,"0","0",524900
"620","Single Family",2018,11923,"Acres",11,7,"1",4,"1","1",6850000
"621","Single Family",1997,1620,"Acres",2,3,"0",1,"0","0",280000
"622","Single Family",1954,1738,"Acres",2,4,"1",1,"0","0",254000
"623","Single Family",2021,3050,"Acres",4,4,"1",2,"0","0",549900
"624","Single Family",1975,4768,"Acres",5,5,"1",0,"1","0",1100000
"625","Single Family",1955,1430,"Acres",2,3,"1",1,"0","0",270000
"626","Single Family",2021,1503,"Acres",2,3,"1",1,"0","0",219900
"627","Single Family",1958,1713,"Acres",1,3,"0",1,"0","0",55000
"628","Single Family",1958,1713,"Acres",1,3,"0",0,"0","0",55000
"629","Single Family",1998,2396,"Acres",3,3,"0",0,"0","0",364900
"630","Single Family",1981,1325,"Acres",1,3,"0",1,"0","0",136000
"631","Single Family",1969,1932,"Acres",3,4,"1",1,"0","0",339000
"632","Single Family",1994,3692,"Acres",4,5,"1",1,"0","1",410000
"633","Multi Family",2003,1984,"Acres",2,4,"0",1,"0","0",244900
"634","Single Family",1979,3680,"Acres",4,4,"1",2,"0","0",450000
"635","Single Family",1920,1438,"Acres",2,3,"0",1.5,"0","0",300000
"636","Single Family",1871,2241,"Acres",2,3,"0",0,"0","0",209900
"637","Single Family",2019,2280,"Acres",3,4,"1",2,"0","0",329900
"638","Single Family",2021,3050,"Acres",4,4,"0",0,"0","0",979000
"639","Single Family",1989,2673,"Acres",3,3,"0",0,"0","0",375000
"640","Single Family",1989,2673,"Acres",3,3,"0",0,"0","0",375000
"641","Single Family",1989,2673,"Acres",3,3,"0",0,"0","0",375000
"642","Single Family",1989,2673,"Acres",3,3,"0",0,"0","0",375000
"643","Single Family",1986,3012,"Acres",3,3,"0",2,"0","0",365000
"644","Single Family",2017,3670,"Acres",4,5,"1",2,"0","0",549000
"645","Single Family",2021,1782,"Acres",3,3,"0",2,"0","0",269700
"646","Single Family",1996,2102,"Acres",3,3,"1",2,"0","0",415900
"647","Single Family",1985,3117,"Acres",5,5,"1",4,"0","1",620000
"648","Single Family",1994,2759,"Acres",3,4,"1",1.5,"0","0",499999
"649","Single Family",1994,2759,"Acres",3,4,"1",1.5,"0","0",499999
"650","Single Family",1994,2759,"Acres",3,4,"1",1.5,"0","0",499999
"651","Single Family",1994,2759,"Acres",3,4,"1",1.5,"0","0",499999
"652","Single Family",2005,1380,"Acres",4,3,"0",0,"0","0",379000
"653","Single Family",1970,2412,"Acres",3,4,"1",1,"0","0",299900
"654","Single Family",2000,2587,"Acres",4,4,"1",3,"1","0",320000
"655","Single Family",1991,1344,"Acres",3,3,"0",1,"0","0",69000
"656","Single Family",2000,1547,"Acres",2,3,"1",0,"0","0",229900
"657","Single Family",1991,314,"Acres",3,4,"1",2,"0","0",359000
"658","Single Family",2003,2890,"Acres",4,4,"1",0,"0","0",439900
"659","Single Family",2001,2807,"Acres",3,4,"1",3,"0","1",498000
"660","Single Family",2005,13159,"Acres",9,8,"1",2,"0","1",6000000
"661","Single Family",1940,1874,"Acres",2,3,"0",0,"0","0",129500
"662","Single Family",1996,5097,"Acres",7,4,"1",3,"0","1",889000
"663","Single Family",1989,3360,"Acres",4,6,"1",1.5,"0","0",1247250
"664","Single Family",1997,6308,"Acres",7,5,"1",2,"1","1",4900000
"665","Single Family",1936,4888,"Acres",3,4,"0",0,"1","0",364000
"666","Single Family",1991,1957,"Acres",3,3,"1",2,"0","0",264900
"667","Single Family",1922,1644,"Acres",2,3,"0",1,"0","0",249900
"668","Single Family",1951,2253,"Acres",3,4,"1",1,"0","0",265000
"669","Single Family",1951,2253,"Acres",3,4,"1",1,"0","0",265000
"670","Single Family",1951,2253,"Acres",3,4,"1",1,"0","0",265000
"671","Single Family",1951,2253,"Acres",3,4,"1",1,"0","0",265000
"672","Single Family",1998,2624,"Acres",3,4,"0",0,"0","0",349000
"673","Single Family",1993,3956,"Acres",4,6,"1",2,"0","1",525000
"674","Single Family",2006,1800,"Acres",2,3,"0",1,"0","0",300000
"675","Single Family",2006,1800,"Acres",2,3,"0",1,"0","0",300000
"676","Single Family",2006,1800,"Acres",2,3,"0",1,"0","0",300000
"677","Single Family",2006,1800,"Acres",2,3,"0",1,"0","0",300000
"678","Single Family",1962,1058,"Acres",1,3,"0",0,"0","0",159900
"679","Single Family",1962,1058,"Acres",1,3,"0",0,"0","0",159900
"680","Single Family",1962,1058,"Acres",1,3,"0",0,"0","0",159900
"681","Single Family",1962,1058,"Acres",1,3,"0",0,"0","0",159900
"682","Single Family",1928,2028,"Acres",3,4,"1",2,"0","1",371000
"683","Single Family",1928,2028,"Acres",3,4,"1",2,"0","1",371000
